order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,total_amount,status
O00781,C0113,P020,2024-05-08,1,1553.27,0,1553.27,processing
O00782,C0141,P003,2024-01-27,1,3152.43,15,2679.57,delivered
O00783,C0008,P038,2024-02-06,2,466.31,15,792.73,shipped
O00784,C0179,P044,2024-04-11,1,160.62,10,144.56,processing
O00785,C0073,P008,2024-02-20,1,2304.66,0,2304.66,delivered
O00786,C0063,P030,2024-02-07,5,1878.9,0,9394.5,delivered
O00787,C0135,P011,2024-11-08,1,1288.96,0,1288.96,delivered
O00788,C0042,P036,2024-11-19,3,2471.25,0,7413.75,delivered
O00789,C0104,P010,2024-10-18,1,2591.45,0,2591.45,delivered
O00790,C0144,P036,2024-06-24,2,2471.25,0,4942.5,delivered
O00791,C0050,P049,2024-03-28,10,3222.41,5,30612.9,delivered
O00792,C0073,P006,2024-09-24,2,2339.17,0,4678.34,cancelled
O00793,C0179,P037,2024-05-22,5,2276.64,0,11383.2,delivered
O00794,C0080,P017,2024-10-23,1,4011.7,0,4011.7,cancelled
O00795,C0048,P043,2024-08-01,5,1028.86,20,4115.44,delivered
O00796,C0145,P039,2024-09-28,1,1618.34,0,1618.34,processing
O00797,C0031,P034,2024-02-12,2,1331.02,5,2528.94,delivered
O00798,C0126,P015,2024-05-31,1,1951.61,0,1951.61,cancelled
O00799,C0005,P037,2024-03-23,3,2276.64,10,6146.93,processing
O00800,C0177,P002,2024-08-25,10,3948.93,10,35540.37,processing
O00801,C0125,P013,2024-07-08,3,1679.66,5,4787.03,shipped
O00802,C0001,P049,2024-12-19,1,3222.41,0,3222.41,delivered
O00803,C0132,P019,2024-11-09,3,1626.41,5,4635.27,shipped
O00804,C0025,P047,2024-01-29,5,3602.77,5,17113.16,processing
O00805,C0113,P004,2024-07-06,1,1682.61,0,1682.61,delivered
O00806,C0113,P013,2024-12-26,2,1679.66,0,3359.32,shipped
O00807,C0064,P010,2024-05-02,10,2591.45,5,24618.78,shipped
O00808,C0176,P015,2024-04-25,3,1951.61,0,5854.83,processing
O00809,C0153,P033,2024-02-02,1,2510.24,0,2510.24,delivered
O00810,C0153,P040,2024-08-28,5,2724.58,10,12260.61,shipped
O00811,C0162,P020,2024-07-07,2,1553.27,10,2795.89,cancelled
O00812,C0020,P014,2024-08-22,5,4450.74,0,22253.7,delivered
O00813,C0057,P020,2024-02-09,10,1553.27,0,15532.7,delivered
O00814,C0046,P038,2024-04-14,1,466.31,5,442.99,shipped
O00815,C0093,P032,2024-10-04,10,1270.56,15,10799.76,delivered
O00816,C0130,P034,2024-01-11,3,1331.02,0,3993.06,delivered
O00817,C0074,P040,2024-07-29,2,2724.58,5,5176.7,shipped
O00818,C0101,P038,2024-12-22,2,466.31,5,885.99,delivered
O00819,C0142,P021,2024-06-05,2,3458.12,0,6916.24,delivered
O00820,C0148,P028,2024-01-25,10,1850.64,0,18506.4,delivered
O00821,C0052,P047,2024-12-30,10,3602.77,5,34226.32,delivered
O00822,C0055,P011,2024-02-29,1,1288.96,0,1288.96,delivered
O00823,C0040,P034,2024-04-04,1,1331.02,0,1331.02,shipped
O00824,C0099,P027,2024-08-17,1,202.94,5,192.79,delivered
O00825,C0095,P008,2024-07-26,10,2304.66,15,19589.61,shipped
O00826,C0142,P024,2024-10-06,1,402.94,20,322.35,delivered
O00827,C0093,P037,2024-10-20,5,2276.64,5,10814.04,shipped
O00828,C0137,P026,2024-09-02,3,739.6,15,1885.98,delivered
O00829,C0168,P008,2024-07-24,1,2304.66,5,2189.43,delivered
O00830,C0110,P006,2024-11-07,1,2339.17,5,2222.21,delivered
O00831,C0068,P019,2024-02-12,1,1626.41,5,1545.09,delivered
O00832,C0027,P039,2024-09-08,1,1618.34,0,1618.34,shipped
O00833,C0016,P028,2024-08-06,1,1850.64,0,1850.64,delivered
O00834,C0090,P027,2024-08-16,1,202.94,15,172.5,delivered
O00835,C0137,P032,2024-05-27,5,1270.56,0,6352.8,shipped
O00836,C0131,P032,2024-10-27,1,1270.56,5,1207.03,delivered
O00837,C0095,P037,2024-09-25,10,2276.64,20,18213.12,delivered
O00838,C0179,P030,2024-07-28,1,1878.9,5,1784.96,delivered
O00839,C0055,P042,2024-10-17,2,3974.66,10,7154.39,delivered
O00840,C0059,P030,2024-09-08,1,1878.9,0,1878.9,processing
O00841,C0177,P021,2024-08-25,2,3458.12,0,6916.24,shipped
O00842,C0049,P018,2024-11-23,1,3024.18,10,2721.76,delivered
O00843,C0197,P020,2024-09-08,2,1553.27,15,2640.56,shipped
O00844,C0008,P008,2024-09-09,3,2304.66,20,5531.18,delivered
O00845,C0112,P044,2024-08-11,2,160.62,15,273.05,shipped
O00846,C0146,P008,2024-10-21,1,2304.66,0,2304.66,delivered
O00847,C0176,P004,2024-08-24,1,1682.61,15,1430.22,delivered
O00848,C0051,P004,2024-08-02,1,1682.61,5,1598.48,cancelled
O00849,C0014,P020,2024-11-23,1,1553.27,15,1320.28,delivered
O00850,C0190,P013,2024-11-02,3,1679.66,10,4535.08,delivered
O00851,C0098,P021,2024-12-23,1,3458.12,5,3285.21,delivered
O00852,C0176,P027,2024-01-07,5,202.94,0,1014.7,delivered
O00853,C0149,P032,2024-03-24,1,1270.56,0,1270.56,delivered
O00854,C0068,P014,2024-10-13,3,4450.74,5,12684.61,processing
O00855,C0160,P041,2024-12-25,3,3567.68,10,9632.74,delivered
O00856,C0142,P005,2024-03-08,1,4073.13,15,3462.16,delivered
O00857,C0097,P028,2024-08-14,1,1850.64,15,1573.04,delivered
O00858,C0106,P013,2024-01-15,3,1679.66,10,4535.08,delivered
O00859,C0040,P011,2024-06-06,3,1288.96,0,3866.88,delivered
O00860,C0025,P033,2024-02-27,3,2510.24,0,7530.72,shipped
O00861,C0134,P003,2024-01-17,1,3152.43,10,2837.19,delivered
O00862,C0018,P037,2024-05-09,1,2276.64,0,2276.64,delivered
O00863,C0003,P007,2024-11-04,3,4063.13,0,12189.39,processing
O00864,C0059,P027,2024-03-15,1,202.94,10,182.65,cancelled
O00865,C0176,P027,2024-09-13,1,202.94,10,182.65,shipped
O00866,C0154,P043,2024-10-23,1,1028.86,10,925.97,delivered
O00867,C0061,P020,2024-10-02,1,1553.27,0,1553.27,shipped
O00868,C0066,P039,2024-08-31,5,1618.34,0,8091.7,delivered
O00869,C0136,P007,2024-06-30,1,4063.13,20,3250.5,delivered
O00870,C0156,P016,2024-06-09,2,2502.68,0,5005.36,delivered
O00871,C0042,P038,2024-12-26,3,466.31,0,1398.93,shipped
O00872,C0026,P024,2024-07-16,2,402.94,0,805.88,shipped
O00873,C0097,P034,2024-07-27,1,1331.02,0,1331.02,processing
O00874,C0060,P005,2024-08-31,5,4073.13,15,17310.8,delivered
O00875,C0004,P038,2024-07-21,3,466.31,0,1398.93,shipped
O00876,C0026,P008,2024-07-24,1,2304.66,5,2189.43,cancelled
O00877,C0053,P005,2024-04-11,1,4073.13,0,4073.13,delivered
O00878,C0125,P008,2024-08-05,1,2304.66,10,2074.19,delivered
O00879,C0176,P044,2024-11-25,1,160.62,15,136.53,delivered
O00880,C0183,P031,2024-09-18,10,2661.41,0,26614.1,shipped
O00881,C0033,P008,2024-09-11,1,2304.66,0,2304.66,cancelled
O00882,C0008,P007,2024-02-04,3,4063.13,0,12189.39,delivered
O00883,C0057,P030,2024-06-16,2,1878.9,0,3757.8,shipped
O00884,C0030,P005,2024-09-23,3,4073.13,10,10997.45,shipped
O00885,C0063,P020,2024-09-08,3,1553.27,5,4426.82,delivered
O00886,C0164,P041,2024-01-17,1,3567.68,20,2854.14,processing
O00887,C0036,P030,2024-07-11,2,1878.9,0,3757.8,delivered
O00888,C0057,P042,2024-06-04,3,3974.66,15,10135.38,delivered
O00889,C0134,P010,2024-07-18,1,2591.45,0,2591.45,delivered
O00890,C0150,P042,2024-10-19,3,3974.66,0,11923.98,delivered
O00891,C0050,P039,2024-05-14,1,1618.34,0,1618.34,cancelled
O00892,C0187,P027,2024-05-25,3,202.94,0,608.82,delivered
O00893,C0013,P010,2024-06-27,5,2591.45,10,11661.53,delivered
O00894,C0190,P026,2024-08-07,1,739.6,0,739.6,delivered
O00895,C0108,P004,2024-05-06,3,1682.61,0,5047.83,delivered
O00896,C0026,P005,2024-02-28,5,4073.13,0,20365.65,delivered
O00897,C0101,P003,2024-08-04,2,3152.43,5,5989.62,processing
O00898,C0086,P002,2024-10-28,3,3948.93,0,11846.79,delivered
O00899,C0173,P030,2024-02-20,1,1878.9,10,1691.01,delivered
O00900,C0064,P026,2024-12-07,2,739.6,0,1479.2,shipped
O00901,C0113,P033,2024-11-21,1,2510.24,10,2259.22,shipped
O00902,C0163,P015,2024-01-25,1,1951.61,0,1951.61,delivered
O00903,C0070,P047,2024-02-17,3,3602.77,10,9727.48,delivered
O00904,C0179,P026,2024-10-17,1,739.6,10,665.64,delivered
O00905,C0065,P027,2024-11-29,3,202.94,10,547.94,delivered
O00906,C0094,P033,2024-06-09,3,2510.24,0,7530.72,delivered
O00907,C0189,P039,2024-10-07,2,1618.34,0,3236.68,delivered
O00908,C0157,P013,2024-04-19,2,1679.66,5,3191.35,processing
O00909,C0144,P019,2024-09-29,10,1626.41,10,14637.69,processing
O00910,C0135,P043,2024-01-31,3,1028.86,5,2932.25,delivered
O00911,C0046,P017,2024-12-16,1,4011.7,10,3610.53,processing
O00912,C0127,P024,2024-02-02,5,402.94,5,1913.97,processing
O00913,C0086,P020,2024-05-11,2,1553.27,5,2951.21,delivered
O00914,C0078,P008,2024-01-15,1,2304.66,0,2304.66,processing
O00915,C0143,P038,2024-08-11,2,466.31,0,932.62,processing
O00916,C0063,P012,2024-01-15,1,1804.15,0,1804.15,processing
O00917,C0198,P042,2024-01-22,1,3974.66,20,3179.73,delivered
O00918,C0006,P004,2024-02-12,5,1682.61,0,8413.05,delivered
O00919,C0020,P032,2024-12-09,5,1270.56,5,6035.16,delivered
O00920,C0043,P017,2024-09-13,1,4011.7,15,3409.95,delivered
O00921,C0176,P040,2024-02-16,1,2724.58,0,2724.58,delivered
O00922,C0098,P026,2024-07-18,5,739.6,10,3328.2,shipped
O00923,C0131,P015,2024-03-30,1,1951.61,0,1951.61,delivered
O00924,C0126,P018,2024-01-29,5,3024.18,0,15120.9,delivered
O00925,C0034,P024,2024-08-31,2,402.94,5,765.59,cancelled
O00926,C0046,P028,2024-07-07,2,1850.64,10,3331.15,delivered
O00927,C0184,P003,2024-12-05,5,3152.43,10,14185.94,delivered
O00928,C0078,P018,2024-06-07,2,3024.18,5,5745.94,shipped
O00929,C0037,P041,2024-08-14,5,3567.68,0,17838.4,processing
O00930,C0122,P018,2024-04-30,1,3024.18,0,3024.18,processing
O00931,C0051,P034,2024-11-25,2,1331.02,0,2662.04,delivered
O00932,C0025,P038,2024-07-30,2,466.31,15,792.73,delivered
O00933,C0131,P007,2024-12-23,5,4063.13,0,20315.65,delivered
O00934,C0130,P045,2024-10-07,3,4024.19,10,10865.31,delivered
O00935,C0008,P004,2024-04-04,2,1682.61,5,3196.96,shipped
O00936,C0042,P001,2024-11-17,2,4905.76,0,9811.52,delivered
O00937,C0034,P012,2024-12-31,1,1804.15,20,1443.32,processing
O00938,C0041,P045,2024-06-12,3,4024.19,0,12072.57,processing
O00939,C0042,P018,2024-10-30,1,3024.18,10,2721.76,shipped
O00940,C0062,P006,2024-04-03,2,2339.17,0,4678.34,delivered
O00941,C0173,P016,2024-01-12,1,2502.68,15,2127.28,shipped
O00942,C0190,P016,2024-08-24,10,2502.68,0,25026.8,shipped
O00943,C0053,P004,2024-08-07,2,1682.61,5,3196.96,delivered
O00944,C0115,P012,2024-03-01,10,1804.15,0,18041.5,delivered
O00945,C0141,P038,2024-12-31,1,466.31,0,466.31,cancelled
O00946,C0086,P020,2024-07-14,3,1553.27,0,4659.81,processing
O00947,C0182,P015,2024-05-24,10,1951.61,10,17564.49,delivered
O00948,C0058,P032,2024-01-15,3,1270.56,0,3811.68,delivered
O00949,C0188,P034,2024-07-08,10,1331.02,5,12644.69,shipped
O00950,C0026,P001,2024-06-14,2,4905.76,20,7849.22,delivered
O00951,C0066,P030,2024-11-01,3,1878.9,0,5636.7,delivered
O00952,C0018,P004,2024-04-30,1,1682.61,0,1682.61,delivered
O00953,C0184,P045,2024-01-24,3,4024.19,0,12072.57,delivered
O00954,C0119,P021,2024-12-09,10,3458.12,0,34581.2,cancelled
O00955,C0170,P003,2024-05-13,2,3152.43,0,6304.86,delivered
O00956,C0105,P036,2024-06-11,1,2471.25,10,2224.13,delivered
O00957,C0083,P008,2024-03-06,1,2304.66,0,2304.66,cancelled
O00958,C0089,P028,2024-05-24,10,1850.64,15,15730.44,delivered
O00959,C0084,P040,2024-03-25,1,2724.58,0,2724.58,cancelled
O00960,C0048,P042,2024-12-02,5,3974.66,5,18879.64,delivered
O00961,C0060,P011,2024-04-03,1,1288.96,0,1288.96,delivered
O00962,C0144,P033,2024-09-10,1,2510.24,0,2510.24,delivered
O00963,C0170,P038,2024-02-27,2,466.31,10,839.36,processing
O00964,C0037,P027,2024-05-25,1,202.94,0,202.94,delivered
O00965,C0155,P019,2024-12-05,2,1626.41,5,3090.18,delivered
O00966,C0002,P040,2024-04-02,3,2724.58,0,8173.74,delivered
O00967,C0152,P007,2024-01-14,5,4063.13,0,20315.65,cancelled
O00968,C0037,P031,2024-02-24,1,2661.41,10,2395.27,delivered
O00969,C0025,P036,2024-12-03,5,2471.25,0,12356.25,shipped
O00970,C0086,P045,2024-06-17,3,4024.19,20,9658.06,shipped
O00971,C0140,P024,2024-10-18,10,402.94,0,4029.4,processing
O00972,C0194,P020,2024-01-29,1,1553.27,10,1397.94,delivered
O00973,C0183,P030,2024-05-10,1,1878.9,0,1878.9,cancelled
O00974,C0124,P006,2024-04-16,1,2339.17,0,2339.17,shipped
O00975,C0090,P050,2024-11-30,3,1742.23,0,5226.69,delivered
O00976,C0134,P021,2024-11-04,10,3458.12,0,34581.2,shipped
O00977,C0115,P039,2024-08-16,1,1618.34,15,1375.59,delivered
O00978,C0171,P045,2024-08-04,2,4024.19,10,7243.54,shipped
O00979,C0135,P049,2024-01-21,2,3222.41,5,6122.58,cancelled
O00980,C0070,P050,2024-03-20,3,1742.23,15,4442.69,delivered
O00981,C0195,P040,2024-08-27,1,2724.58,0,2724.58,processing
O00982,C0147,P021,2024-03-06,1,3458.12,5,3285.21,delivered
O00983,C0080,P040,2024-10-18,2,2724.58,0,5449.16,delivered
O00984,C0013,P039,2024-08-05,1,1618.34,0,1618.34,delivered
O00985,C0172,P018,2024-10-26,1,3024.18,0,3024.18,delivered
O00986,C0035,P036,2024-04-03,1,2471.25,10,2224.13,delivered
O00987,C0128,P021,2024-08-20,1,3458.12,10,3112.31,delivered
O00988,C0084,P026,2024-04-05,10,739.6,0,7396.0,delivered
O00989,C0183,P018,2024-02-24,5,3024.18,0,15120.9,delivered
O00990,C0123,P008,2024-12-01,1,2304.66,0,2304.66,shipped
O00991,C0198,P045,2024-06-04,3,4024.19,5,11468.94,cancelled
O00992,C0112,P031,2024-02-14,5,2661.41,0,13307.05,delivered
O00993,C0034,P002,2024-04-06,3,3948.93,15,10069.77,delivered
O00994,C0196,P011,2024-08-11,2,1288.96,10,2320.13,processing
O00995,C0163,P014,2024-08-25,1,4450.74,0,4450.74,delivered
O00996,C0035,P012,2024-12-25,10,1804.15,0,18041.5,delivered
O00997,C0006,P034,2024-04-13,2,1331.02,0,2662.04,processing
O00998,C0122,P004,2024-02-22,1,1682.61,5,1598.48,shipped
O00999,C0128,P038,2024-11-01,3,466.31,10,1259.04,cancelled
O01000,C0010,P038,2024-09-19,1,466.31,5,442.99,shipped
O01001,C0149,P016,2024-09-27,3,2502.68,0,7508.04,delivered
O01002,C0168,P005,2024-11-27,1,4073.13,0,4073.13,delivered
O01003,C0151,P047,2024-06-26,10,3602.77,0,36027.7,delivered
O01004,C0051,P020,2024-08-28,3,1553.27,0,4659.81,delivered
O01005,C0068,P044,2024-06-22,10,160.62,15,1365.27,processing
O01006,C0198,P036,2024-05-30,1,2471.25,10,2224.13,delivered
O01007,C0128,P050,2024-08-29,3,1742.23,10,4704.02,processing
O01008,C0189,P015,2024-02-14,1,1951.61,5,1854.03,delivered
O01009,C0063,P012,2024-02-21,2,1804.15,10,3247.47,cancelled
O01010,C0151,P021,2024-10-12,1,3458.12,0,3458.12,delivered
O01011,C0083,P027,2024-03-30,3,202.94,10,547.94,processing
O01012,C0009,P005,2024-02-28,1,4073.13,5,3869.47,delivered
O01013,C0070,P038,2024-06-23,1,466.31,10,419.68,shipped
O01014,C0169,P019,2024-12-19,5,1626.41,15,6912.24,shipped
O01015,C0032,P004,2024-08-12,10,1682.61,10,15143.49,cancelled
O01016,C0034,P007,2024-11-08,3,4063.13,10,10970.45,cancelled
O01017,C0170,P003,2024-03-26,2,3152.43,5,5989.62,processing
O01018,C0112,P012,2024-12-28,3,1804.15,0,5412.45,delivered
O01019,C0031,P011,2024-06-20,2,1288.96,10,2320.13,delivered
O01020,C0063,P034,2024-01-04,10,1331.02,0,13310.2,processing
O01021,C0106,P020,2024-02-13,2,1553.27,0,3106.54,shipped
O01022,C0128,P028,2024-05-05,2,1850.64,0,3701.28,shipped
O01023,C0130,P016,2024-08-07,1,2502.68,0,2502.68,delivered
O01024,C0142,P040,2024-07-04,3,2724.58,15,6947.68,delivered
O01025,C0003,P040,2024-02-13,10,2724.58,0,27245.8,delivered
O01026,C0052,P033,2024-01-19,1,2510.24,5,2384.73,shipped
O01027,C0175,P004,2024-12-31,10,1682.61,10,15143.49,processing
O01028,C0093,P032,2024-12-14,2,1270.56,10,2287.01,processing
O01029,C0098,P027,2024-05-23,1,202.94,15,172.5,shipped
O01030,C0046,P031,2024-04-15,2,2661.41,15,4524.4,shipped
O01031,C0188,P050,2024-06-25,2,1742.23,15,2961.79,shipped
O01032,C0125,P014,2024-02-13,5,4450.74,0,22253.7,delivered
O01033,C0040,P040,2024-05-25,10,2724.58,0,27245.8,delivered
O01034,C0097,P040,2024-11-21,1,2724.58,0,2724.58,delivered
O01035,C0164,P044,2024-06-04,1,160.62,10,144.56,cancelled
O01036,C0034,P004,2024-05-12,5,1682.61,5,7992.4,delivered
O01037,C0014,P050,2024-08-17,10,1742.23,0,17422.3,shipped
O01038,C0141,P026,2024-10-24,10,739.6,5,7026.2,processing
O01039,C0190,P041,2024-04-29,5,3567.68,0,17838.4,delivered
O01040,C0173,P010,2024-09-23,3,2591.45,10,6996.92,delivered
O01041,C0157,P044,2024-07-03,1,160.62,0,160.62,delivered
O01042,C0131,P032,2024-02-01,1,1270.56,0,1270.56,delivered
O01043,C0066,P034,2024-12-12,1,1331.02,5,1264.47,delivered
O01044,C0157,P031,2024-10-26,5,2661.41,0,13307.05,delivered
O01045,C0136,P038,2024-08-01,3,466.31,10,1259.04,delivered
O01046,C0040,P038,2024-03-07,3,466.31,20,1119.14,delivered
O01047,C0161,P008,2024-08-21,3,2304.66,0,6913.98,shipped
O01048,C0170,P028,2024-03-01,10,1850.64,5,17581.08,delivered
O01049,C0036,P028,2024-01-21,2,1850.64,5,3516.22,delivered
O01050,C0096,P028,2024-09-05,1,1850.64,0,1850.64,delivered
O01051,C0178,P032,2024-06-05,1,1270.56,15,1079.98,delivered
O01052,C0150,P001,2024-06-27,1,4905.76,0,4905.76,delivered
O01053,C0148,P043,2024-08-19,1,1028.86,15,874.53,shipped
O01054,C0146,P045,2024-03-11,1,4024.19,5,3822.98,delivered
O01055,C0140,P034,2024-06-15,1,1331.02,0,1331.02,shipped
O01056,C0189,P032,2024-07-21,1,1270.56,0,1270.56,delivered
O01057,C0137,P019,2024-03-25,2,1626.41,10,2927.54,delivered
O01058,C0097,P042,2024-11-25,2,3974.66,5,7551.85,delivered
O01059,C0188,P041,2024-01-28,2,3567.68,20,5708.29,delivered
O01060,C0146,P039,2024-03-02,5,1618.34,5,7687.12,delivered
O01061,C0005,P019,2024-05-05,3,1626.41,10,4391.31,processing
O01062,C0176,P034,2024-09-30,1,1331.02,5,1264.47,delivered
O01063,C0013,P038,2024-01-12,5,466.31,0,2331.55,delivered
O01064,C0007,P040,2024-05-11,1,2724.58,0,2724.58,cancelled
O01065,C0164,P012,2024-04-03,1,1804.15,0,1804.15,delivered
O01066,C0096,P032,2024-01-31,3,1270.56,5,3621.1,delivered
O01067,C0007,P004,2024-02-20,1,1682.61,0,1682.61,delivered
O01068,C0100,P018,2024-03-02,1,3024.18,0,3024.18,delivered
O01069,C0181,P044,2024-09-17,1,160.62,10,144.56,delivered
O01070,C0035,P019,2024-08-25,1,1626.41,5,1545.09,delivered
O01071,C0008,P032,2024-01-10,2,1270.56,0,2541.12,cancelled
O01072,C0031,P017,2024-11-29,3,4011.7,10,10831.59,delivered
O01073,C0126,P034,2024-11-21,1,1331.02,5,1264.47,shipped
O01074,C0045,P028,2024-03-27,2,1850.64,10,3331.15,delivered
O01075,C0131,P042,2024-01-01,2,3974.66,10,7154.39,cancelled
O01076,C0188,P020,2024-03-26,3,1553.27,0,4659.81,cancelled
O01077,C0148,P019,2024-12-14,2,1626.41,0,3252.82,delivered
O01078,C0191,P015,2024-09-18,2,1951.61,0,3903.22,delivered
O01079,C0162,P043,2024-02-15,1,1028.86,0,1028.86,delivered
O01080,C0043,P042,2024-08-09,10,3974.66,0,39746.6,delivered
O01081,C0099,P026,2024-12-28,2,739.6,0,1479.2,delivered
O01082,C0100,P026,2024-11-02,1,739.6,0,739.6,processing
O01083,C0042,P050,2024-11-07,10,1742.23,0,17422.3,processing
O01084,C0055,P032,2024-12-22,2,1270.56,10,2287.01,shipped
O01085,C0163,P006,2024-11-28,3,2339.17,5,6666.63,delivered
O01086,C0137,P008,2024-07-11,1,2304.66,10,2074.19,delivered
O01087,C0057,P001,2024-07-08,1,4905.76,15,4169.9,delivered
O01088,C0068,P002,2024-12-14,3,3948.93,15,10069.77,delivered
O01089,C0028,P047,2024-04-23,2,3602.77,0,7205.54,delivered
O01090,C0112,P003,2024-12-26,1,3152.43,10,2837.19,delivered
O01091,C0062,P049,2024-05-22,1,3222.41,5,3061.29,delivered
O01092,C0168,P014,2024-10-16,3,4450.74,5,12684.61,shipped
O01093,C0055,P005,2024-02-03,2,4073.13,0,8146.26,cancelled
O01094,C0073,P040,2024-05-20,3,2724.58,0,8173.74,shipped
O01095,C0162,P047,2024-10-13,1,3602.77,15,3062.35,delivered
O01096,C0132,P050,2024-11-28,3,1742.23,0,5226.69,cancelled
O01097,C0134,P032,2024-12-14,1,1270.56,5,1207.03,delivered
O01098,C0157,P003,2024-04-24,5,3152.43,0,15762.15,processing
O01099,C0162,P034,2024-07-19,1,1331.02,0,1331.02,delivered
O01100,C0173,P002,2024-04-25,10,3948.93,20,31591.44,delivered
O01101,C0024,P017,2024-06-17,1,4011.7,0,4011.7,shipped
O01102,C0030,P002,2024-01-13,2,3948.93,5,7502.97,shipped
O01103,C0104,P018,2024-08-30,1,3024.18,0,3024.18,delivered
O01104,C0015,P026,2024-05-01,2,739.6,15,1257.32,shipped
O01105,C0188,P034,2024-11-16,3,1331.02,0,3993.06,delivered
O01106,C0018,P003,2024-12-21,1,3152.43,0,3152.43,delivered
O01107,C0137,P004,2024-11-16,1,1682.61,0,1682.61,delivered
O01108,C0016,P042,2024-07-14,1,3974.66,0,3974.66,shipped
O01109,C0127,P016,2024-12-03,5,2502.68,5,11887.73,delivered
O01110,C0143,P033,2024-11-13,5,2510.24,0,12551.2,shipped
O01111,C0007,P036,2024-10-27,2,2471.25,0,4942.5,delivered
O01112,C0181,P005,2024-04-09,2,4073.13,15,6924.32,delivered
O01113,C0155,P018,2024-09-03,1,3024.18,10,2721.76,delivered
O01114,C0079,P010,2024-01-31,3,2591.45,0,7774.35,delivered
O01115,C0156,P050,2024-06-08,3,1742.23,5,4965.36,delivered
O01116,C0046,P011,2024-11-04,2,1288.96,0,2577.92,delivered
O01117,C0003,P040,2024-12-13,2,2724.58,0,5449.16,delivered
O01118,C0170,P004,2024-04-10,2,1682.61,20,2692.18,shipped
O01119,C0063,P005,2024-12-07,1,4073.13,0,4073.13,shipped
O01120,C0144,P045,2024-10-23,3,4024.19,5,11468.94,delivered
O01121,C0094,P032,2024-02-23,1,1270.56,0,1270.56,shipped
O01122,C0011,P038,2024-01-02,1,466.31,5,442.99,shipped
O01123,C0144,P047,2024-09-03,1,3602.77,10,3242.49,cancelled
O01124,C0102,P030,2024-04-04,1,1878.9,10,1691.01,delivered
O01125,C0003,P005,2024-10-11,1,4073.13,0,4073.13,delivered
O01126,C0061,P049,2024-07-03,2,3222.41,0,6444.82,delivered
O01127,C0062,P020,2024-05-14,1,1553.27,10,1397.94,delivered
O01128,C0168,P017,2024-01-12,1,4011.7,0,4011.7,delivered
O01129,C0031,P002,2024-03-11,5,3948.93,0,19744.65,shipped
O01130,C0034,P026,2024-06-05,10,739.6,0,7396.0,delivered
O01131,C0117,P012,2024-11-15,10,1804.15,15,15335.28,processing
O01132,C0020,P008,2024-03-07,1,2304.66,10,2074.19,delivered
O01133,C0118,P028,2024-08-07,1,1850.64,20,1480.51,delivered
O01134,C0013,P047,2024-10-01,2,3602.77,0,7205.54,delivered
O01135,C0080,P004,2024-05-23,2,1682.61,15,2860.44,processing
O01136,C0177,P038,2024-02-11,1,466.31,10,419.68,shipped
O01137,C0187,P005,2024-07-17,1,4073.13,10,3665.82,shipped
O01138,C0155,P028,2024-08-25,2,1850.64,0,3701.28,shipped
O01139,C0160,P037,2024-09-10,3,2276.64,0,6829.92,delivered
O01140,C0193,P044,2024-04-16,2,160.62,0,321.24,delivered
O01141,C0075,P031,2024-08-05,1,2661.41,15,2262.2,delivered
O01142,C0117,P018,2024-03-09,2,3024.18,10,5443.52,delivered
O01143,C0157,P027,2024-01-22,1,202.94,0,202.94,shipped
O01144,C0132,P034,2024-07-28,2,1331.02,0,2662.04,delivered
O01145,C0087,P030,2024-08-14,1,1878.9,0,1878.9,shipped
O01146,C0110,P006,2024-09-13,1,2339.17,5,2222.21,shipped
O01147,C0088,P016,2024-02-06,1,2502.68,0,2502.68,delivered
O01148,C0104,P014,2024-05-08,3,4450.74,0,13352.22,processing
O01149,C0088,P014,2024-03-11,3,4450.74,20,10681.78,shipped
O01150,C0166,P018,2024-06-02,1,3024.18,0,3024.18,delivered
O01151,C0125,P031,2024-12-01,5,2661.41,0,13307.05,shipped
O01152,C0048,P031,2024-04-17,1,2661.41,0,2661.41,delivered
O01153,C0168,P036,2024-08-24,3,2471.25,0,7413.75,delivered
O01154,C0060,P033,2024-12-23,3,2510.24,0,7530.72,delivered
O01155,C0169,P002,2024-10-22,1,3948.93,15,3356.59,delivered
O01156,C0003,P038,2024-06-30,5,466.31,0,2331.55,delivered
O01157,C0125,P041,2024-10-27,1,3567.68,0,3567.68,shipped
O01158,C0043,P011,2024-06-18,10,1288.96,5,12245.12,shipped
O01159,C0184,P043,2024-07-14,5,1028.86,0,5144.3,delivered
O01160,C0162,P030,2024-02-25,1,1878.9,0,1878.9,cancelled
O01161,C0193,P021,2024-02-23,1,3458.12,5,3285.21,delivered
O01162,C0183,P038,2024-04-11,1,466.31,0,466.31,cancelled
O01163,C0090,P015,2024-12-03,1,1951.61,5,1854.03,delivered
O01164,C0115,P040,2024-06-16,1,2724.58,15,2315.89,delivered
O01165,C0050,P008,2024-08-02,1,2304.66,0,2304.66,delivered
O01166,C0064,P010,2024-06-07,5,2591.45,0,12957.25,shipped
O01167,C0146,P012,2024-06-07,2,1804.15,5,3427.89,delivered
O01168,C0142,P019,2024-03-14,1,1626.41,0,1626.41,processing
O01169,C0183,P017,2024-10-18,2,4011.7,15,6819.89,delivered
O01170,C0175,P003,2024-05-27,3,3152.43,5,8984.43,processing
