payment_id,order_id,amount,payment_method,payment_date,status
PAY00914,O00914,2304.66,PayPal,2024-01-15,completed
PAY00915,O00915,932.62,Wire Transfer,2024-08-14,completed
PAY00916,O00916,1804.15,ACH,2024-01-17,completed
PAY00917,O00917,3179.73,Wire Transfer,2024-01-22,pending
PAY00918,O00918,8413.05,ACH,2024-02-13,completed
PAY00919,O00919,6035.16,ACH,2024-12-10,completed
PAY00920,O00920,3409.95,Credit Card,2024-09-13,completed
PAY00921,O00921,2724.58,PayPal,2024-02-18,completed
PAY00922,O00922,3328.2,Invoice,2024-07-20,completed
PAY00923,O00923,1951.61,Wire Transfer,2024-03-30,completed
PAY00924,O00924,15120.9,Wire Transfer,2024-01-31,completed
PAY00925,O00925,765.59,ACH,2024-09-02,refunded
PAY00926,O00926,3331.15,PayPal,2024-07-08,completed
PAY00927,O00927,14185.94,ACH,2024-12-05,completed
PAY00928,O00928,5745.94,ACH,2024-06-07,completed
PAY00929,O00929,17838.4,Wire Transfer,2024-08-15,completed
PAY00930,O00930,3024.18,Wire Transfer,2024-05-02,failed
PAY00931,O00931,2662.04,Invoice,2024-11-27,pending
PAY00932,O00932,792.73,PayPal,2024-07-30,completed
PAY00933,O00933,20315.65,Credit Card,2024-12-24,completed
PAY00934,O00934,10865.31,Invoice,2024-10-10,completed
PAY00935,O00935,3196.96,Invoice,2024-04-04,completed
PAY00936,O00936,9811.52,Wire Transfer,2024-11-18,completed
PAY00937,O00937,1443.32,PayPal,2025-01-01,completed
PAY00938,O00938,12072.57,ACH,2024-06-15,completed
PAY00939,O00939,2721.76,PayPal,2024-10-30,failed
PAY00940,O00940,4678.34,Credit Card,2024-04-03,pending
PAY00941,O00941,2127.28,ACH,2024-01-15,pending
PAY00942,O00942,25026.8,PayPal,2024-08-24,failed
PAY00943,O00943,3196.96,Invoice,2024-08-10,failed
PAY00944,O00944,18041.5,Credit Card,2024-03-01,completed
PAY00945,O00945,466.31,Credit Card,2025-01-01,refunded
PAY00946,O00946,4659.81,Invoice,2024-07-14,failed
PAY00947,O00947,17564.49,Credit Card,2024-05-27,completed
PAY00948,O00948,3811.68,Wire Transfer,2024-01-15,completed
PAY00949,O00949,12644.69,PayPal,2024-07-10,completed
PAY00950,O00950,7849.22,ACH,2024-06-17,completed
PAY00951,O00951,5636.7,PayPal,2024-11-01,completed
PAY00952,O00952,1682.61,PayPal,2024-05-01,pending
PAY00953,O00953,12072.57,Wire Transfer,2024-01-26,completed
PAY00954,O00954,34581.2,ACH,2024-12-09,refunded
PAY00955,O00955,6304.86,Invoice,2024-05-13,completed
PAY00956,O00956,2224.13,Credit Card,2024-06-13,completed
PAY00957,O00957,2304.66,Wire Transfer,2024-03-07,failed
PAY00958,O00958,15730.44,ACH,2024-05-27,completed
PAY00959,O00959,2724.58,PayPal,2024-03-26,refunded
PAY00960,O00960,18879.64,Wire Transfer,2024-12-03,completed
PAY00961,O00961,1288.96,Credit Card,2024-04-04,completed
PAY00962,O00962,2510.24,ACH,2024-09-12,completed
PAY00963,O00963,839.36,Credit Card,2024-02-27,completed
PAY00964,O00964,202.94,ACH,2024-05-25,completed
PAY00965,O00965,3090.18,Credit Card,2024-12-08,completed
PAY00966,O00966,8173.74,ACH,2024-04-02,pending
PAY00967,O00967,20315.65,PayPal,2024-01-17,refunded
PAY00968,O00968,2395.27,Invoice,2024-02-24,completed
PAY00969,O00969,12356.25,Wire Transfer,2024-12-03,completed
PAY00970,O00970,9658.06,Credit Card,2024-06-17,completed
PAY00971,O00971,4029.4,Invoice,2024-10-18,pending
PAY00972,O00972,1397.94,PayPal,2024-01-31,pending
PAY00973,O00973,1878.9,Credit Card,2024-05-10,failed
PAY00974,O00974,2339.17,Credit Card,2024-04-19,completed
PAY00975,O00975,5226.69,Credit Card,2024-12-01,completed
PAY00976,O00976,34581.2,ACH,2024-11-05,failed
PAY00977,O00977,1375.59,Credit Card,2024-08-18,pending
PAY00978,O00978,7243.54,PayPal,2024-08-05,pending
PAY00979,O00979,6122.58,PayPal,2024-01-24,refunded
PAY00980,O00980,4442.69,Invoice,2024-03-21,completed
PAY00981,O00981,2724.58,ACH,2024-08-29,completed
PAY00982,O00982,3285.21,Credit Card,2024-03-06,completed
PAY00983,O00983,5449.16,Invoice,2024-10-18,completed
PAY00984,O00984,1618.34,ACH,2024-08-06,failed
PAY00985,O00985,3024.18,Invoice,2024-10-29,completed
PAY00986,O00986,2224.13,PayPal,2024-04-04,completed
PAY00987,O00987,3112.31,ACH,2024-08-21,completed
PAY00988,O00988,7396.0,Credit Card,2024-04-05,completed
PAY00989,O00989,15120.9,PayPal,2024-02-26,completed
PAY00990,O00990,2304.66,Invoice,2024-12-01,completed
PAY00991,O00991,11468.94,Invoice,2024-06-06,refunded
PAY00992,O00992,13307.05,ACH,2024-02-14,completed
PAY00993,O00993,10069.77,Credit Card,2024-04-07,completed
PAY00994,O00994,2320.13,ACH,2024-08-14,completed
PAY00995,O00995,4450.74,PayPal,2024-08-26,completed
PAY00996,O00996,18041.5,Invoice,2024-12-28,completed
PAY00997,O00997,2662.04,ACH,2024-04-16,completed
PAY00998,O00998,1598.48,Credit Card,2024-02-25,pending
PAY00999,O00999,1259.04,Invoice,2024-11-02,failed
PAY01000,O01000,442.99,Invoice,2024-09-22,completed
PAY01001,O01001,7508.04,Invoice,2024-09-29,completed
PAY01002,O01002,4073.13,Invoice,2024-11-27,completed
PAY01003,O01003,36027.7,Wire Transfer,2024-06-27,pending
PAY01004,O01004,4659.81,Wire Transfer,2024-08-28,pending
PAY01005,O01005,1365.27,ACH,2024-06-23,pending
PAY01006,O01006,2224.13,PayPal,2024-06-02,completed
PAY01007,O01007,4704.02,PayPal,2024-08-29,completed
PAY01008,O01008,1854.03,Invoice,2024-02-14,completed
PAY01009,O01009,3247.47,PayPal,2024-02-22,failed
PAY01010,O01010,3458.12,PayPal,2024-10-15,completed
PAY01011,O01011,547.94,PayPal,2024-03-30,failed
PAY01012,O01012,3869.47,ACH,2024-02-29,completed
PAY01013,O01013,419.68,Invoice,2024-06-24,completed
PAY01014,O01014,6912.24,Invoice,2024-12-21,completed
PAY01015,O01015,15143.49,Invoice,2024-08-13,failed
PAY01016,O01016,10970.45,ACH,2024-11-08,refunded
PAY01017,O01017,5989.62,PayPal,2024-03-28,pending
PAY01018,O01018,5412.45,Wire Transfer,2024-12-28,pending
PAY01019,O01019,2320.13,ACH,2024-06-23,pending
PAY01020,O01020,13310.2,PayPal,2024-01-05,completed
PAY01021,O01021,3106.54,Invoice,2024-02-15,completed
PAY01022,O01022,3701.28,ACH,2024-05-08,completed
PAY01023,O01023,2502.68,Invoice,2024-08-10,completed
PAY01024,O01024,6947.68,Credit Card,2024-07-07,completed
PAY01025,O01025,27245.8,Credit Card,2024-02-14,pending
PAY01026,O01026,2384.73,Credit Card,2024-01-22,completed
PAY01027,O01027,15143.49,Wire Transfer,2025-01-01,completed
PAY01028,O01028,2287.01,Invoice,2024-12-16,pending
PAY01029,O01029,172.5,ACH,2024-05-23,completed
PAY01030,O01030,4524.4,PayPal,2024-04-17,pending
PAY01031,O01031,2961.79,Invoice,2024-06-26,completed
PAY01032,O01032,22253.7,Invoice,2024-02-15,completed
PAY01033,O01033,27245.8,Credit Card,2024-05-25,completed
PAY01034,O01034,2724.58,PayPal,2024-11-22,pending
PAY01035,O01035,144.56,Credit Card,2024-06-04,refunded
PAY01036,O01036,7992.4,Invoice,2024-05-15,completed
PAY01037,O01037,17422.3,Credit Card,2024-08-20,completed
PAY01038,O01038,7026.2,PayPal,2024-10-24,failed
PAY01039,O01039,17838.4,Credit Card,2024-04-29,completed
PAY01040,O01040,6996.92,Credit Card,2024-09-25,completed
PAY01041,O01041,160.62,PayPal,2024-07-03,completed
PAY01042,O01042,1270.56,Credit Card,2024-02-03,completed
PAY01043,O01043,1264.47,ACH,2024-12-12,completed
PAY01044,O01044,13307.05,Wire Transfer,2024-10-29,completed
PAY01045,O01045,1259.04,Invoice,2024-08-02,pending
PAY01046,O01046,1119.14,Wire Transfer,2024-03-10,pending
PAY01047,O01047,6913.98,Wire Transfer,2024-08-23,completed
PAY01048,O01048,17581.08,Credit Card,2024-03-03,completed
PAY01049,O01049,3516.22,PayPal,2024-01-24,pending
PAY01050,O01050,1850.64,Wire Transfer,2024-09-08,completed
PAY01051,O01051,1079.98,Wire Transfer,2024-06-08,completed
PAY01052,O01052,4905.76,Wire Transfer,2024-06-30,completed
PAY01053,O01053,874.53,Credit Card,2024-08-21,completed
PAY01054,O01054,3822.98,PayPal,2024-03-11,completed
PAY01055,O01055,1331.02,PayPal,2024-06-18,completed
PAY01056,O01056,1270.56,Invoice,2024-07-22,pending
PAY01057,O01057,2927.54,ACH,2024-03-25,completed
PAY01058,O01058,7551.85,Credit Card,2024-11-27,completed
PAY01059,O01059,5708.29,Wire Transfer,2024-01-29,failed
PAY01060,O01060,7687.12,Wire Transfer,2024-03-02,completed
PAY01061,O01061,4391.31,ACH,2024-05-07,failed
PAY01062,O01062,1264.47,Wire Transfer,2024-10-01,completed
PAY01063,O01063,2331.55,Credit Card,2024-01-15,completed
PAY01064,O01064,2724.58,PayPal,2024-05-11,failed
PAY01065,O01065,1804.15,Credit Card,2024-04-04,completed
PAY01066,O01066,3621.1,Credit Card,2024-02-01,completed
PAY01067,O01067,1682.61,PayPal,2024-02-21,completed
PAY01068,O01068,3024.18,Wire Transfer,2024-03-04,completed
PAY01069,O01069,144.56,PayPal,2024-09-19,completed
PAY01070,O01070,1545.09,PayPal,2024-08-26,completed
PAY01071,O01071,2541.12,ACH,2024-01-12,refunded
PAY01072,O01072,10831.59,Wire Transfer,2024-11-29,completed
PAY01073,O01073,1264.47,Credit Card,2024-11-23,pending
PAY01074,O01074,3331.15,ACH,2024-03-30,completed
PAY01075,O01075,7154.39,PayPal,2024-01-01,refunded
PAY01076,O01076,4659.81,Credit Card,2024-03-28,failed
PAY01077,O01077,3252.82,ACH,2024-12-15,completed
PAY01078,O01078,3903.22,PayPal,2024-09-21,pending
PAY01079,O01079,1028.86,PayPal,2024-02-16,completed
PAY01080,O01080,39746.6,Invoice,2024-08-12,completed
PAY01081,O01081,1479.2,Credit Card,2024-12-29,completed
PAY01082,O01082,739.6,Credit Card,2024-11-03,completed
PAY01083,O01083,17422.3,Credit Card,2024-11-08,pending
PAY01084,O01084,2287.01,Invoice,2024-12-24,completed
PAY01085,O01085,6666.63,Wire Transfer,2024-12-01,pending
PAY01086,O01086,2074.19,PayPal,2024-07-13,completed
PAY01087,O01087,4169.9,Wire Transfer,2024-07-11,completed
PAY01088,O01088,10069.77,Invoice,2024-12-15,completed
PAY01089,O01089,7205.54,Invoice,2024-04-23,completed
PAY01090,O01090,2837.19,PayPal,2024-12-28,completed
PAY01091,O01091,3061.29,Invoice,2024-05-23,completed
PAY01092,O01092,12684.61,PayPal,2024-10-16,completed
PAY01093,O01093,8146.26,Credit Card,2024-02-06,failed
PAY01094,O01094,8173.74,PayPal,2024-05-20,completed
PAY01095,O01095,3062.35,Wire Transfer,2024-10-16,pending
PAY01096,O01096,5226.69,Credit Card,2024-11-29,failed
PAY01097,O01097,1207.03,PayPal,2024-12-14,completed
PAY01098,O01098,15762.15,Wire Transfer,2024-04-24,completed
PAY01099,O01099,1331.02,ACH,2024-07-21,completed
PAY01100,O01100,31591.44,PayPal,2024-04-25,completed
PAY01101,O01101,4011.7,Credit Card,2024-06-19,completed
PAY01102,O01102,7502.97,Credit Card,2024-01-16,completed
PAY01103,O01103,3024.18,Invoice,2024-09-02,completed
PAY01104,O01104,1257.32,Invoice,2024-05-01,completed
PAY01105,O01105,3993.06,Credit Card,2024-11-17,completed
PAY01106,O01106,3152.43,ACH,2024-12-22,failed
PAY01107,O01107,1682.61,Invoice,2024-11-19,completed
PAY01108,O01108,3974.66,Wire Transfer,2024-07-16,failed
PAY01109,O01109,11887.73,Invoice,2024-12-05,completed
PAY01110,O01110,12551.2,Wire Transfer,2024-11-14,pending
PAY01111,O01111,4942.5,ACH,2024-10-27,pending
PAY01112,O01112,6924.32,Invoice,2024-04-10,completed
PAY01113,O01113,2721.76,Invoice,2024-09-05,completed
PAY01114,O01114,7774.35,ACH,2024-02-01,failed
PAY01115,O01115,4965.36,Invoice,2024-06-10,pending
PAY01116,O01116,2577.92,Credit Card,2024-11-04,completed
PAY01117,O01117,5449.16,Invoice,2024-12-16,completed
PAY01118,O01118,2692.18,PayPal,2024-04-10,completed
PAY01119,O01119,4073.13,Wire Transfer,2024-12-08,completed
PAY01120,O01120,11468.94,PayPal,2024-10-26,pending
PAY01121,O01121,1270.56,Invoice,2024-02-24,completed
PAY01122,O01122,442.99,Credit Card,2024-01-03,completed
PAY01123,O01123,3242.49,PayPal,2024-09-05,failed
PAY01124,O01124,1691.01,PayPal,2024-04-04,completed
PAY01125,O01125,4073.13,PayPal,2024-10-14,completed
PAY01126,O01126,6444.82,Invoice,2024-07-06,completed
PAY01127,O01127,1397.94,Wire Transfer,2024-05-15,completed
PAY01128,O01128,4011.7,PayPal,2024-01-13,completed
PAY01129,O01129,19744.65,Invoice,2024-03-11,failed
PAY01130,O01130,7396.0,PayPal,2024-06-05,completed
PAY01131,O01131,15335.28,ACH,2024-11-16,completed
PAY01132,O01132,2074.19,Credit Card,2024-03-09,completed
PAY01133,O01133,1480.51,PayPal,2024-08-09,completed
PAY01134,O01134,7205.54,PayPal,2024-10-03,completed
PAY01135,O01135,2860.44,Credit Card,2024-05-23,completed
PAY01136,O01136,419.68,ACH,2024-02-12,completed
PAY01137,O01137,3665.82,ACH,2024-07-19,pending
PAY01138,O01138,3701.28,PayPal,2024-08-28,completed
PAY01139,O01139,6829.92,Wire Transfer,2024-09-11,completed
PAY01140,O01140,321.24,Wire Transfer,2024-04-18,completed
PAY01141,O01141,2262.2,Invoice,2024-08-06,completed
PAY01142,O01142,5443.52,PayPal,2024-03-11,completed
PAY01143,O01143,202.94,Wire Transfer,2024-01-23,pending
PAY01144,O01144,2662.04,ACH,2024-07-28,completed
PAY01145,O01145,1878.9,Credit Card,2024-08-16,completed
PAY01146,O01146,2222.21,Wire Transfer,2024-09-15,completed
PAY01147,O01147,2502.68,PayPal,2024-02-08,completed
PAY01148,O01148,13352.22,PayPal,2024-05-10,completed
PAY01149,O01149,10681.78,PayPal,2024-03-12,completed
PAY01150,O01150,3024.18,Wire Transfer,2024-06-03,pending
PAY01151,O01151,13307.05,Credit Card,2024-12-03,completed
PAY01152,O01152,2661.41,Invoice,2024-04-17,completed
PAY01153,O01153,7413.75,ACH,2024-08-26,completed
PAY01154,O01154,7530.72,Invoice,2024-12-26,completed
PAY01155,O01155,3356.59,Invoice,2024-10-25,completed
PAY01156,O01156,2331.55,PayPal,2024-07-02,completed
PAY01157,O01157,3567.68,ACH,2024-10-29,completed
PAY01158,O01158,12245.12,ACH,2024-06-19,completed
PAY01159,O01159,5144.3,Invoice,2024-07-14,completed
PAY01160,O01160,1878.9,PayPal,2024-02-25,refunded
PAY01161,O01161,3285.21,Credit Card,2024-02-24,completed
PAY01162,O01162,466.31,Invoice,2024-04-13,refunded
PAY01163,O01163,1854.03,Credit Card,2024-12-03,completed
PAY01164,O01164,2315.89,PayPal,2024-06-17,pending
PAY01165,O01165,2304.66,ACH,2024-08-04,completed
PAY01166,O01166,12957.25,ACH,2024-06-09,completed
PAY01167,O01167,3427.89,Wire Transfer,2024-06-08,completed
PAY01168,O01168,1626.41,PayPal,2024-03-15,completed
PAY01169,O01169,6819.89,Wire Transfer,2024-10-18,completed
PAY01170,O01170,8984.43,ACH,2024-05-30,completed
PAY01171,O01171,3458.12,Wire Transfer,2024-04-01,completed
PAY01172,O01172,5020.48,ACH,2024-12-03,completed
PAY01173,O01173,3152.43,Credit Card,2024-03-21,failed
PAY01174,O01174,10386.48,PayPal,2024-04-22,completed
PAY01175,O01175,20741.94,Invoice,2024-02-09,completed
PAY01176,O01176,2541.12,Invoice,2024-05-09,completed
PAY01177,O01177,7331.63,PayPal,2024-12-12,completed
PAY01178,O01178,4450.74,Wire Transfer,2024-01-08,completed
PAY01179,O01179,1208.82,PayPal,2024-08-27,completed
PAY01180,O01180,12035.1,ACH,2024-08-13,completed
PAY01181,O01181,9020.75,PayPal,2024-11-09,completed
PAY01182,O01182,2395.27,Invoice,2024-12-11,completed
PAY01183,O01183,1197.92,Invoice,2024-04-23,completed
PAY01184,O01184,3512.9,Wire Transfer,2024-01-27,completed
PAY01185,O01185,4063.13,Invoice,2024-06-08,completed
PAY01186,O01186,5636.7,Invoice,2024-05-09,completed
PAY01187,O01187,7897.86,ACH,2024-01-11,completed
PAY01188,O01188,22524.12,Invoice,2024-02-21,completed
PAY01189,O01189,1804.15,ACH,2024-09-20,completed
PAY01190,O01190,2739.05,Credit Card,2024-04-16,failed
PAY01191,O01191,2304.66,ACH,2024-02-27,pending
PAY01192,O01192,1742.23,Credit Card,2024-07-18,completed
PAY01193,O01193,3252.82,ACH,2024-07-09,completed
PAY01194,O01194,8299.49,Credit Card,2024-09-13,completed
PAY01195,O01195,977.42,Credit Card,2024-02-19,refunded
PAY01196,O01196,2332.31,Credit Card,2024-11-23,completed
PAY01197,O01197,3462.16,ACH,2024-11-09,completed
PAY01198,O01198,9183.87,Invoice,2024-09-14,failed
PAY01199,O01199,7897.86,Invoice,2024-03-07,completed
PAY01200,O01200,3602.77,ACH,2024-03-11,completed
PAY01201,O01201,1878.9,PayPal,2024-01-23,completed
PAY01202,O01202,702.62,Wire Transfer,2024-06-14,completed
PAY01203,O01203,2287.01,PayPal,2024-05-28,completed
PAY01204,O01204,739.6,ACH,2024-10-06,completed
PAY01205,O01205,4755.09,Credit Card,2024-07-15,completed
PAY01206,O01206,4905.76,ACH,2024-09-09,completed
PAY01207,O01207,12889.6,Invoice,2024-03-05,completed
PAY01208,O01208,7221.06,Invoice,2024-08-07,completed
PAY01209,O01209,8023.4,Wire Transfer,2024-11-06,pending
PAY01210,O01210,3222.41,Wire Transfer,2024-09-03,refunded
PAY01211,O01211,1878.9,Credit Card,2024-08-14,completed
PAY01212,O01212,6444.8,Credit Card,2024-09-03,completed
PAY01213,O01213,6570.43,Credit Card,2024-03-19,completed
PAY01214,O01214,2471.25,ACH,2024-05-28,completed
PAY01215,O01215,739.6,Invoice,2024-08-29,completed
PAY01216,O01216,24528.8,Credit Card,2024-07-12,failed
PAY01217,O01217,1758.11,PayPal,2024-06-09,completed
PAY01218,O01218,31524.3,PayPal,2024-03-04,completed
PAY01219,O01219,23847.28,ACH,2024-06-28,completed
PAY01220,O01220,4543.05,ACH,2024-08-07,completed
PAY01221,O01221,3701.28,Invoice,2024-12-14,completed
PAY01222,O01222,6048.36,Wire Transfer,2024-12-17,completed
PAY01223,O01223,1713.94,ACH,2024-02-17,completed
PAY01224,O01224,1525.89,Invoice,2024-02-11,completed
PAY01225,O01225,8569.71,PayPal,2024-05-12,pending
PAY01226,O01226,3382.02,PayPal,2024-07-29,refunded
PAY01227,O01227,7313.63,PayPal,2024-06-26,completed
PAY01228,O01228,6387.38,Wire Transfer,2024-01-07,failed
PAY01229,O01229,4063.13,Wire Transfer,2024-12-23,completed
PAY01230,O01230,2510.24,Invoice,2024-07-11,completed
PAY01231,O01231,3359.32,Credit Card,2024-02-27,completed
PAY01232,O01232,4005.67,Wire Transfer,2024-04-04,completed
PAY01233,O01233,2662.04,PayPal,2024-11-16,completed
PAY01234,O01234,1553.27,PayPal,2024-03-04,pending
PAY01235,O01235,7221.06,ACH,2024-12-10,completed
PAY01236,O01236,14717.28,Wire Transfer,2024-01-23,completed
PAY01237,O01237,3194.13,ACH,2024-05-18,pending
PAY01238,O01238,7645.96,Invoice,2024-07-09,completed
PAY01239,O01239,40117.0,ACH,2024-12-07,pending
PAY01240,O01240,3698.0,ACH,2024-01-04,completed
PAY01241,O01241,7897.86,PayPal,2024-10-01,completed
PAY01242,O01242,3516.22,Wire Transfer,2024-12-20,completed
PAY01243,O01243,3560.59,ACH,2024-11-25,completed
PAY01244,O01244,2577.93,Invoice,2024-01-24,completed
PAY01245,O01245,4504.82,Invoice,2024-07-25,completed
PAY01246,O01246,20081.92,Invoice,2024-09-03,pending
PAY01247,O01247,1691.01,Wire Transfer,2024-04-09,completed
PAY01248,O01248,1456.51,Credit Card,2024-09-14,pending
PAY01249,O01249,1977.0,PayPal,2024-08-17,completed
PAY01250,O01250,3610.53,ACH,2024-03-28,completed
PAY01251,O01251,8126.26,Invoice,2024-01-18,refunded
PAY01252,O01252,1545.09,Wire Transfer,2024-05-11,failed
PAY01253,O01253,23323.05,Wire Transfer,2024-11-22,completed
PAY01254,O01254,25026.8,Wire Transfer,2024-11-04,completed
PAY01255,O01255,2787.57,Wire Transfer,2024-10-14,completed
PAY01256,O01256,2502.68,Credit Card,2024-05-31,completed
PAY01257,O01257,12684.61,Credit Card,2024-03-01,completed
PAY01258,O01258,3757.8,Invoice,2024-01-03,pending
PAY01259,O01259,16910.1,Invoice,2024-06-15,completed
PAY01260,O01260,8173.74,ACH,2024-11-01,completed
PAY01261,O01261,2224.13,Invoice,2024-06-02,completed
PAY01262,O01262,2320.13,Invoice,2024-03-16,completed
PAY01263,O01263,3219.35,Credit Card,2024-09-14,completed
PAY01264,O01264,4553.28,ACH,2024-04-22,completed
PAY01265,O01265,16826.1,Credit Card,2024-06-22,completed
PAY01266,O01266,14302.19,Credit Card,2024-04-03,pending
PAY01267,O01267,18041.5,Wire Transfer,2024-10-09,completed
PAY01268,O01268,608.82,Credit Card,2024-07-19,failed
PAY01269,O01269,13352.22,Invoice,2024-10-08,completed
PAY01270,O01270,8413.05,Credit Card,2024-12-29,completed
PAY01271,O01271,5182.9,ACH,2024-09-07,completed
PAY01272,O01272,13352.22,Credit Card,2024-01-06,completed
PAY01273,O01273,1224.51,Credit Card,2024-08-07,completed
PAY01274,O01274,4063.13,Credit Card,2024-09-02,completed
PAY01275,O01275,1393.78,Credit Card,2024-08-13,completed
PAY01276,O01276,4011.7,Wire Transfer,2024-05-03,completed
PAY01277,O01277,4535.08,Wire Transfer,2024-07-11,failed
PAY01278,O01278,7017.51,Wire Transfer,2024-11-28,completed
PAY01279,O01279,1850.64,PayPal,2024-03-03,completed
PAY01280,O01280,2002.14,Credit Card,2024-10-21,completed
PAY01281,O01281,128.5,Credit Card,2024-09-04,completed
PAY01282,O01282,1028.86,Credit Card,2024-06-18,completed
PAY01283,O01283,3359.32,Credit Card,2024-12-25,completed
PAY01284,O01284,4904.24,PayPal,2024-09-22,completed
PAY01285,O01285,5531.18,Invoice,2024-04-18,completed
PAY01286,O01286,11468.94,Wire Transfer,2024-01-04,completed
PAY01287,O01287,2994.81,Credit Card,2024-04-16,pending
PAY01288,O01288,2994.81,PayPal,2024-03-05,completed
PAY01289,O01289,3608.3,Invoice,2024-12-03,completed
PAY01290,O01290,4659.81,PayPal,2024-08-16,completed
PAY01291,O01291,25883.51,Invoice,2024-07-01,completed
PAY01292,O01292,3152.43,Wire Transfer,2024-04-08,completed
PAY01293,O01293,4923.76,Credit Card,2024-04-22,completed
PAY01294,O01294,2510.24,Invoice,2024-05-13,completed
PAY01295,O01295,5056.68,Credit Card,2024-05-12,refunded
PAY01296,O01296,3210.91,Wire Transfer,2024-11-19,failed
PAY01297,O01297,12684.61,Wire Transfer,2024-10-18,completed
PAY01298,O01298,3608.3,ACH,2024-03-20,completed
PAY01299,O01299,39489.3,PayPal,2024-05-08,failed
PAY01300,O01300,7551.85,Credit Card,2024-06-17,pending
PAY01301,O01301,1626.41,Invoice,2024-04-26,pending
PAY01302,O01302,18789.0,Invoice,2024-03-05,completed
PAY01303,O01303,803.1,Credit Card,2024-09-07,completed
PAY01304,O01304,3106.54,Credit Card,2024-11-10,completed
PAY01305,O01305,1503.12,PayPal,2024-12-14,completed
PAY01306,O01306,5322.82,Invoice,2024-03-08,pending
PAY01307,O01307,2332.31,Wire Transfer,2024-10-19,completed
PAY01308,O01308,5274.32,ACH,2024-05-07,completed
PAY01309,O01309,3023.39,Credit Card,2024-07-01,pending
PAY01310,O01310,5020.48,Credit Card,2024-04-30,completed
PAY01311,O01311,3621.1,Invoice,2024-02-18,completed
PAY01312,O01312,2339.17,Invoice,2024-01-31,completed
PAY01313,O01313,46604.72,Credit Card,2024-08-07,failed
PAY01314,O01314,3642.62,PayPal,2024-12-16,completed
PAY01315,O01315,2262.2,PayPal,2024-04-07,completed
PAY01316,O01316,8562.43,PayPal,2024-05-05,completed
PAY01317,O01317,3219.35,ACH,2024-08-18,completed
PAY01318,O01318,2252.41,ACH,2024-07-06,completed
PAY01319,O01319,5020.48,Credit Card,2024-03-29,completed
PAY01320,O01320,17838.4,Credit Card,2024-03-03,completed
PAY01321,O01321,1854.03,Credit Card,2024-11-19,completed
PAY01322,O01322,2961.79,PayPal,2024-01-22,completed
PAY01323,O01323,1682.61,ACH,2024-11-14,completed
PAY01324,O01324,4905.76,Invoice,2024-04-07,completed
PAY01325,O01325,442.99,Invoice,2024-09-30,completed
PAY01326,O01326,466.31,ACH,2024-12-04,completed
PAY01327,O01327,3285.21,Wire Transfer,2024-04-04,completed
PAY01328,O01328,1197.92,Wire Transfer,2024-06-30,completed
PAY01329,O01329,2304.66,PayPal,2024-01-23,pending
PAY01330,O01330,2679.57,Credit Card,2024-04-11,failed
PAY01331,O01331,4609.32,Credit Card,2024-10-08,completed
PAY01332,O01332,1148.38,Wire Transfer,2024-07-23,refunded
PAY01333,O01333,2332.31,Invoice,2024-02-28,completed
PAY01334,O01334,1618.34,PayPal,2024-12-19,completed
PAY01335,O01335,25102.4,PayPal,2024-01-05,completed
PAY01336,O01336,6666.63,Invoice,2024-05-06,completed
PAY01337,O01337,3409.95,ACH,2024-02-28,refunded
PAY01338,O01338,2259.22,Invoice,2024-12-28,completed
PAY01339,O01339,3422.63,ACH,2024-10-29,completed
PAY01340,O01340,4146.32,Credit Card,2024-05-23,refunded
PAY01341,O01341,6713.18,PayPal,2024-02-16,completed
PAY01342,O01342,10374.36,Credit Card,2024-04-29,completed
PAY01343,O01343,3236.68,ACH,2024-01-28,completed
PAY01344,O01344,608.82,ACH,2024-05-06,completed
PAY01345,O01345,4905.76,PayPal,2024-06-15,completed
PAY01346,O01346,6907.32,Wire Transfer,2024-05-12,completed
PAY01347,O01347,2189.43,Credit Card,2024-01-08,completed
PAY01348,O01348,665.64,Wire Transfer,2024-07-07,completed
PAY01349,O01349,1850.64,PayPal,2024-05-23,completed
PAY01350,O01350,5182.9,Invoice,2024-11-07,completed
PAY01351,O01351,3783.13,Wire Transfer,2024-08-16,completed
PAY01352,O01352,2882.22,ACH,2024-08-30,completed
PAY01353,O01353,2994.81,Invoice,2024-08-03,completed
PAY01354,O01354,963.97,ACH,2024-08-20,completed
PAY01355,O01355,6924.32,PayPal,2024-09-28,pending
PAY01356,O01356,2886.64,ACH,2024-12-22,pending
PAY01357,O01357,5047.83,Wire Transfer,2024-12-22,completed
PAY01358,O01358,17838.4,Credit Card,2024-02-11,completed
PAY01359,O01359,11327.78,PayPal,2024-07-26,completed
PAY01360,O01360,3427.89,ACH,2024-10-30,completed
PAY01361,O01361,4942.5,Credit Card,2024-09-25,failed
PAY01362,O01362,3252.82,PayPal,2024-03-28,completed
PAY01363,O01363,5359.13,Credit Card,2024-05-25,completed
PAY01364,O01364,16551.18,Credit Card,2024-04-17,pending
PAY01365,O01365,6444.82,Invoice,2024-07-08,failed
PAY01366,O01366,7711.66,Invoice,2024-07-28,completed
PAY01367,O01367,16112.05,ACH,2024-07-01,failed
PAY01368,O01368,28729.71,ACH,2024-10-02,completed
PAY01369,O01369,12189.39,ACH,2024-12-18,completed
PAY01370,O01370,5800.34,Invoice,2024-04-15,completed
PAY01371,O01371,3903.22,PayPal,2024-07-24,completed
